"url","date","title","count"
"http://www.nytimes.com/1981/04/28/world/israel-bombs-palestinian-areas-in-lebanon-for-2d-day.html",1981-04-28,"ISRAEL BOMBS PALESTINIAN AREAS IN LEBANON FOR 2D DAY",683
"http://www.nytimes.com/1981/04/29/world/israeli-jets-down-two-syrian-copters-in-central-lebanon.html",1981-04-29,"ISRAELI JETS DOWN TWO SYRIAN COPTERS IN CENTRAL LEBANON",906
"http://www.nytimes.com/1981/04/29/world/2-quit-lebanon-s-cabinet-to-protest-syrian-shelling.html",1981-04-29,"2 QUIT LEBANON'S CABINET TO PROTEST SYRIAN SHELLING",657
"http://www.nytimes.com/1981/04/30/world/syria-moves-missiles-to-counter-israelis.html",1981-04-30,"SYRIA MOVES MISSILES TO COUNTER ISRAELIS",411
"http://www.nytimes.com/1981/05/01/world/syrian-vehicles-move-more-antiaircraft-missiles-into-eastern-lebanon.html",1981-05-01,"SYRIAN VEHICLES MOVE MORE ANTIAIRCRAFT MISSILES INTO EASTERN LEBANON",526
"http://www.nytimes.com/1981/05/02/world/in-lebanon-s-bekaa-valley-syrians-are-in-charge-but-still-face-snipers.html",1981-05-02,"IN LEBANON'S BEKAA VALLEY, SYRIANS ARE IN CHARGE BUT STILL FACE SNIPERS",670
"http://www.nytimes.com/1981/05/03/weekinreview/the-region-israel-and-syria-step-across-the-line-in-lebanon.html",1981-05-03,"THE REGION; Israel and Syria Step Across the Line in Lebanon",361
"http://www.nytimes.com/1981/05/04/world/us-soviet-and-syria-press-efforts-to-ease-lebanon-crisis.html",1981-05-04,"U.S., SOVIET AND SYRIA PRESS EFFORTS TO EASE LEBANON CRISIS",839
"http://www.nytimes.com/1981/05/04/world/assad-says-israeli-is-seeking-partition-of-lebanon.html",1981-05-04,"ASSAD SAYS ISRAELI IS SEEKING PARTITION OF LEBANON",511
"http://www.nytimes.com/1981/05/04/world/rumbling-in-the-gulf-iraq-and-iran-marshal-arms-military-analysis.html",1981-05-04,"RUMBLING IN THE GULF: IRAQ AND IRAN MARSHAL ARMS; Military Analysis",815
"http://www.nytimes.com/1981/05/05/world/syria-is-resisting-pressure-to-remove-missiles-in-lebanon.html",1981-05-05,"SYRIA IS RESISTING PRESSURE TO REMOVE MISSILES IN LEBANON",913
"http://www.nytimes.com/1981/05/05/world/us-officials-fear-israel-syria-clash.html",1981-05-05,"U.S. OFFICIALS FEAR ISRAEL-SYRIA CLASH",638
"http://www.nytimes.com/1981/05/06/world/syrian-terms-israel-s-demands-ridiculous.html",1981-05-06,"SYRIAN TERMS ISRAEL'S DEMANDS 'RIDICULOUS'",555
"http://www.nytimes.com/1981/05/07/world/high-soviet-aide-arrives-in-syria-as-lebanon-crisis-grows.html",1981-05-07,"HIGH SOVIET AIDE ARRIVES IN SYRIA AS LEBANON CRISIS GROWS",793
"http://www.nytimes.com/1981/05/07/opinion/essay-moscow-s-syrian-probe.html",1981-05-07,"ESSAY; Moscow's Syrian Probe",792
"http://www.nytimes.com/1981/05/07/opinion/look-who-s-mediating-a-missile-crisis.html",1981-05-07,"Look Who's Mediating a Missile Crisis",463
"http://www.nytimes.com/1981/05/08/world/mood-in-damascus-calm-despite-crisis.html",1981-05-08,"MOOD IN DAMASCUS CALM DESPITE CRISIS",772
"http://www.nytimes.com/1981/05/08/world/special-us-envoy-reaches-beirut-for-talks-in-the-israeli-syrian-crisis.html",1981-05-08,"SPECIAL U.S. ENVOY REACHES BEIRUT FOR TALKS IN THE ISRAELI-SYRIAN CRISIS",554
"http://www.nytimes.com/1981/05/09/world/begin-is-said-to-tell-reagan-that-israel-face-peril-as-in-67.html",1981-05-09,"BEGIN IS SAID TO TELL REAGAN THAT ISRAEL FACE PERIL AS IN '67",758
"http://www.nytimes.com/1981/05/09/world/syria-tells-israel-it-won-t-withdraw-missiles-in-lebanon.html",1981-05-09,"SYRIA TELLS ISRAEL IT WON'T WITHDRAW MISSILES IN LEBANON",578
"http://www.nytimes.com/1981/05/09/world/soviet-aid-is-pledged.html",1981-05-09,"Soviet Aid Is Pledged",140
"http://www.nytimes.com/1981/05/10/world/us-envoy-is-in-syria-for-talks-damascus-radio-rebuffs-threat.html",1981-05-10,"U.S. ENVOY IS IN SYRIA FOR TALKS; DAMASCUS RADIO REBUFFS 'THREAT'",813
"http://www.nytimes.com/1981/05/10/weekinreview/not-much-time-to-cool-crisis-over-lebanon.html",1981-05-10,"NOT MUCH TIME TO COOL CRISIS OVER LEBANON",915
"http://www.nytimes.com/1981/05/10/nyregion/news-summary-sunday-may-10-1981.html",1981-05-10,"News Summary; SUNDAY, MAY 10, 1981",525
"http://www.nytimes.com/1981/05/11/world/habib-hands-syria-a-reagan-message-on-lebanon-crisis.html",1981-05-11,"HABIB HANDS SYRIA A REAGAN MESSAGE ON LEBANON CRISIS",683
"http://www.nytimes.com/1981/05/11/nyregion/news-summary-monday-may-11-1981.html",1981-05-11,"News Summary; MONDAY, MAY 11, 1981",881
"http://www.nytimes.com/1981/05/11/world/begin-says-syrian-missiles-will-be-attacked-if-they-are-not-withdrawn.html",1981-05-11,"BEGIN SAYS SYRIAN MISSILES WILL BE ATTACKED IF THEY ARE NOT WITHDRAWN",485
"http://www.nytimes.com/1981/05/12/world/lebanon-fears-arab-israeli-war-fought-on-its-land.html",1981-05-12,"LEBANON FEARS ARAB-ISRAELI WAR FOUGHT ON ITS LAND",1138
"http://www.nytimes.com/1981/05/12/world/begin-says-syrians-have-increased-missiles-in-lebanon-and-on-border.html",1981-05-12,"BEGIN SAYS SYRIANS HAVE INCREASED MISSILES IN LEBANON AND ON BORDER",1110
"http://www.nytimes.com/1981/05/13/world/syria-says-it-downed-an-israeli-plane.html",1981-05-13,"SYRIA SAYS IT DOWNED AN ISRAELI PLANE",701
"http://www.nytimes.com/1981/05/13/world/israel-syrians-fired-their-missiles-but-missed-aircraft.html",1981-05-13,"ISRAEL SYRIANS FIRED THEIR MISSILES BUT MISSED AIRCRAFT",867
"http://www.nytimes.com/1981/05/14/world/us-envoy-in-beirut-with-a-peace-plan.html",1981-05-14,"U.S. ENVOY IN BEIRUT WITH A PEACE PLAN",519
"http://www.nytimes.com/1981/05/15/world/habib-and-begin-talk-after-syria-downs-a-drone.html",1981-05-15,"HABIB AND BEGIN TALK AFTER SYRIA DOWNS A DRONE",753
"http://www.nytimes.com/1981/05/15/world/sadat-issues-plea-hands-off-lebanon.html",1981-05-15,"SADAT ISSUES PLEA; 'HANDS OFF LEBANON'",584
"http://www.nytimes.com/1981/05/15/world/haig-feels-time-is-running-out-for-heading-off-israel-syria-clash.html",1981-05-15,"HAIG FEELS 'TIME IS RUNNING OUT' FOR HEADING OFF ISRAEL-SYRIA CLASH",958
"http://www.nytimes.com/1981/05/15/nyregion/news-summary-friday-may-15-1981.html",1981-05-15,"News Summary; FRIDAY, MAY 15, 1981",867
"http://www.nytimes.com/1981/05/15/world/syrian-soldiers-are-jubilant-as-missle-brings-down-israeli-drone.html",1981-05-15,"SYRIAN SOLDIERS ARE JUBILANT AS MISSLE BRINGS DOWN ISRAELI DRONE",695
"http://www.nytimes.com/1981/05/16/world/special-us-envoy-will-ask-saudi-aid-in-crisis-on-missiles.html",1981-05-16,"SPECIAL U.S. ENVOY WILL ASK SAUDI AID IN CRISIS ON MISSILES",881
"http://www.nytimes.com/1981/05/16/world/begins-vows-that-israel-will-seek-diplomatic-solution-on-syrian-missiles.html",1981-05-16,"BEGINS VOWS THAT ISRAEL WILL SEEK DIPLOMATIC SOLUTION ON SYRIAN MISSILES",739
"http://www.nytimes.com/1981/05/17/world/special-us-envoy-seeking-saudi-help-to-avert-conflict.html",1981-05-17,"SPECIAL U.S. ENVOY SEEKING SAUDI HELP TO AVERT CONFLICT",621
"http://www.nytimes.com/1981/05/17/world/russian-says-mideast-crisis-must-be-settled-peacefully.html",1981-05-17,"RUSSIAN SAYS MIDEAST CRISIS MUST BE SETTLED PEACEFULLY",552
"http://www.nytimes.com/1981/05/18/world/on-a-sunday-in-beirut-shelling-and-killing-continue.html",1981-05-18,"ON A SUNDAY IN BEIRUT, SHELLING AND KILLING CONTINUE",889
"http://www.nytimes.com/1981/05/18/opinion/essay-signals-of-softness.html",1981-05-18,"ESSAY; SIGNALS OF SOFTNESS",840
"http://www.nytimes.com/1981/05/18/world/israeli-cabinet-says-it-will-delay-move-in-lebanese-crisis.html",1981-05-18,"ISRAELI CABINET SAYS IT WILL DELAY MOVE IN LEBANESE CRISIS",768
"http://www.nytimes.com/1981/05/19/world/american-mission-criticized-in-syria-as-tilting-to-israel.html",1981-05-19,"AMERICAN MISSION CRITICIZED IN SYRIA AS TILTING TO ISRAEL",1155
"http://www.nytimes.com/1981/05/19/world/begin-ridicules-idea-of-saudi-help-in-crisis.html",1981-05-19,"BEGIN RIDICULES IDEA OF SAUDI HELP IN CRISIS",734
"http://www.nytimes.com/1981/05/19/nyregion/news-summary-tuesday-may-19-1981.html",1981-05-19,"News Summary; TUESDAY, MAY 19, 1981",868
"http://www.nytimes.com/1981/05/20/world/habib-meets-assad-confers-with-begin-on-missile-solution.html",1981-05-20,"HABIB MEETS ASSAD, CONFERS WITH BEGIN ON MISSILE SOLUTION",1066
"http://www.nytimes.com/1981/05/21/world/assad-supports-habib-mission-but-sees-a-bias.html",1981-05-21,"ASSAD SUPPORTS HABIB MISSION BUT SEES A BIAS",916
"http://www.nytimes.com/1981/05/21/world/begin-and-assad-clash-on-lebanon-but-say-habib-should-press-efforts.html",1981-05-21,"BEGIN AND ASSAD CLASH ON LEBANON BUT SAY HABIB SHOULD PRESS EFFORTS",939
"http://www.nytimes.com/1981/05/21/world/us-says-it-is-encouraged-by-habib-s-mideast-mission.html",1981-05-21,"U.S SAYS IT IS ENCOURAGED BY HABIB'S MIDEAST MISSION",544
"http://www.nytimes.com/1981/05/23/world/syrian-sam-missile-downs-israel-drone-over-east-lebanon.html",1981-05-23,"SYRIAN SAM MISSILE DOWNS ISRAEL DRONE OVER EAST LEBANON",936
"http://www.nytimes.com/1981/05/23/world/war-or-peace-in-the-mideast.html",1981-05-23,"WAR OR PEACE IN THE MIDEAST",924
"http://www.nytimes.com/1981/05/24/weekinreview/battered-and-divided-army-mirrors-lebanese-civil-crisis.html",1981-05-24,"BATTERED AND DIVIDED ARMY MIRRORS LEBANESE CIVIL CRISIS",1311
"http://www.nytimes.com/1981/05/25/world/israel-premier-says-soviet-advisers-join-syrians-in-lebanon.html",1981-05-25,"ISRAEL PREMIER SAYS SOVIET ADVISERS JOIN SYRIANS IN LEBANON",783
"http://www.nytimes.com/1981/05/26/world/missiles-from-syria-down-israeli-drone-begin-makes-offer.html",1981-05-26,"MISSILES FROM SYRIA DOWN ISRAELI DRONE: BEGIN MAKES OFFER",798
"http://www.nytimes.com/1981/05/27/world/syrian-soviet-friendship-is-on-paper-not-streets.html",1981-05-27,"SYRIAN-SOVIET FRIENDSHIP IS ON PAPER, NOT STREETS",931
"http://www.nytimes.com/1981/05/27/world/us-aides-dismiss-begin-s-charge-about-soviet-advisers-in-lebanon.html",1981-05-27,"U.S. AIDES DISMISS BEGIN'S CHARGE ABOUT SOVIET ADVISERS IN LEBANON",668
"http://www.nytimes.com/1981/05/29/world/israel-says-its-jets-hit-libyan-missiles-at-sites-in-lebanon.html",1981-05-29,"ISRAEL SAYS ITS JETS HIT LIBYAN MISSILES AT SITES IN LEBANON",1196
"http://www.nytimes.com/1981/05/31/weekinreview/soviet-follows-mideast-policy-rich-in-risks-and-rewards.html",1981-05-31,"SOVIET FOLLOWS MIDEAST POLICY RICH IN RISKS AND REWARDS",1152
"http://www.nytimes.com/1981/05/31/weekinreview/between-shuttles-us-peace-envoy-gets-a-rest-but-palestinians-don-t.html",1981-05-31,"BETWEEN SHUTTLES; U.S. Peace Envoy Gets a Rest, but Palestinians Don't",423
"http://www.nytimes.com/1981/06/01/world/syria-stages-war-alert-warns-of-israeli-attack.html",1981-06-01,"Syria Stages War Alert; Warns of Israeli Attack",125
"http://www.nytimes.com/1981/06/02/world/syria-israel-face-off-move-by-damascus-seen-unlikely-military-analysis.html",1981-06-02,"SYRIA-ISRAEL FACE OFF: MOVE BY DAMASCUS SEEN UNLIKELY; Military Analysis",737
"http://www.nytimes.com/1981/06/02/world/us-mediation-role-rejected-by-syrians.html",1981-06-02,"U.S. MEDIATION ROLE REJECTED BY SYRIANS",602
"http://www.nytimes.com/1981/06/02/world/syrian-contends-us-shows-bias-for-israel-in-efforts-on-missiles.html",1981-06-02,"SYRIAN CONTENDS U.S. SHOWS BIAS FOR ISRAEL IN EFFORTS ON MISSILES",293
"http://www.nytimes.com/1981/06/03/world/israeli-jets-raze-guerrilla-center-in-lebanon-raid.html",1981-06-03,"ISRAELI JETS RAZE GUERRILLA CENTER IN LEBANON RAID",814
"http://www.nytimes.com/1981/06/05/world/begin-greets-sadat-at-sinai-settlement.html",1981-06-05,"BEGIN GREETS SADAT AT SINAI SETTLEMENT",1004
"http://www.nytimes.com/1981/06/08/world/arab-peace-envoys-racing-against-time-in-lebanon.html",1981-06-08,"ARAB PEACE ENVOYS 'RACING AGAINST TIME' IN LEBANON",1044
"http://www.nytimes.com/1981/06/10/world/us-envoy-resumes-mideast-peace-role.html",1981-06-10,"U.S. ENVOY RESUMES MIDEAST PEACE ROLE",734
"http://www.nytimes.com/1981/06/14/world/us-mideast-envoy-his-mission-clouded-visits-saudi-arabia.html",1981-06-14,"U.S. MIDEAST ENVOY, HIS MISSION CLOUDED, VISITS SAUDI ARABIA",614
"http://www.nytimes.com/1981/06/16/world/syrian-official-says-his-country-is-planning-to-build-nuclear-plant.html",1981-06-16,"Syrian Official Says His Country Is Planning to Build Nuclear Plant",93
"http://www.nytimes.com/1981/06/17/world/saudis-call-habib-futile-but-he-presses-on.html",1981-06-17,"SAUDIS CALL HABIB 'FUTILE,' BUT HE PRESSES ON",555
"http://www.nytimes.com/1981/06/17/us/transcript-of-the-president-s-news-conference-on-foreign-and-domestic.html",1981-06-17,"TRANSCRIPT OF THE PRESIDENT'S NEWS CONFERENCE ON FOREIGN AND DOMESTIC",5493
"http://www.nytimes.com/1981/06/27/world/foes-in-beirut-exchange-charges-of-neo-nazi-ties.html",1981-06-27,"FOES IN BEIRUT EXCHANGE CHARGES OF NEO-NAZI TIES",781
"http://www.nytimes.com/1981/07/01/world/syria-ends-siege-of-lebanese-town-raising-hope-for-an-easing-of-crisis.html",1981-07-01,"SYRIA ENDS SIEGE OF LEBANESE TOWN, RAISING HOPE FOR AN EASING OF CRISIS",850
"http://www.nytimes.com/1981/07/05/weekinreview/camp-david-is-now-back-on-reagan-s-front-burner.html",1981-07-05,"CAMP DAVID IS NOW BACK ON REAGAN'S FRONT BURNER",1324
"http://www.nytimes.com/1981/07/15/world/israeli-officer-killed-by-concealed-bomb.html",1981-07-15,"Israeli Officer Killed By Concealed Bomb",180
"http://www.nytimes.com/1981/07/16/world/guerrillas-fire-dozens-of-rockets-at-israel-after-air-raid-killing-3.html",1981-07-16,"GUERRILLAS FIRE DOZENS OF ROCKETS AT ISRAEL AFTER AIR RAID, KILLING 3",654
"http://www.nytimes.com/1981/07/18/world/a-setback-for-us.html",1981-07-18,"A SETBACK FOR U.S.",693
"http://www.nytimes.com/1981/07/18/world/123-reported-dead-550-injured-israelis-bomb-plo-targets-un-council-meets-beirut.html",1981-07-18,"123 REPORTED DEAD, 550 INJURED AS ISRAELIS BOMB P.L.O. TARGETS IN; U.N. COUNCIL MEETS BEIRUT AND SOUTH LEBANON",891
"http://www.nytimes.com/1981/07/20/world/syria-could-be-formidable-in-conflict-military-analysis.html",1981-07-20,"SYRIA COULD BE FORMIDABLE IN CONFLICT; Military Analysis",581
"http://www.nytimes.com/1981/07/22/world/israel-links-truce-to-deep-pullback-by-forces-of-plo.html",1981-07-22,"ISRAEL LINKS TRUCE TO DEEP PULLBACK BY FORCES OF P.L.O.",1035
"http://www.nytimes.com/1981/07/23/world/israelis-goal-crush-plo-military-analysis.html",1981-07-23,"ISRAELIS' GOAL: CRUSH P.L.O.; Military Analysis",704
"http://www.nytimes.com/1981/07/25/world/cease-fire-border-fighting-declared-israel-plo-us-sees-hope-for-wider-peace.html",1981-07-25,"CEASE-FIRE IN BORDER FIGHTING DECLARED BY ISRAEL AND P.L.O.; U.S. SEES HOPE FOR WIDER PEACE",1215
"http://www.nytimes.com/1981/07/30/world/israelis-claim-syrian-mig-25-in-clash.html",1981-07-30,"ISRAELIS CLAIM SYRIAN MIG-25 IN CLASH",759
"http://www.nytimes.com/1981/08/21/world/qaddafi-attacks-us-provocations.html",1981-08-21,"QADDAFI ATTACKS U.S. 'PROVOCATIONS'",787
"http://www.nytimes.com/1981/08/23/weekinreview/in-a-pinch-qaddafi-can-rely-mostly-on-himself-beirut-lebanon.html",1981-08-23,"IN A PINCH, QADDAFI CAN RELY MOSTLY ON HIMSELF; BEIRUT, LEBANON",1187
"http://www.nytimes.com/1981/08/23/magazine/uncovering-arabia-s-past.html",1981-08-23,"UNCOVERING ARABIA'S PAST",4343
"http://www.nytimes.com/1981/08/24/world/lebanon-s-borders-remain-quiet-but-leftists-turn-on-each-other.html",1981-08-24,"LEBANON'S BORDERS REMAIN QUIET, BUT LEFTISTS TURN ON EACH OTHER",1019
"http://www.nytimes.com/1981/08/25/world/qaddafi-said-to-seek-meeting-on-us-aggression.html",1981-08-25,"QADDAFI SAID TO SEEK MEETING ON U.S. 'AGGRESSION'",589
"http://www.nytimes.com/1981/08/26/world/libyan-and-syrian-chiefs-meet-to-forge-closer-ties.html",1981-08-26,"LIBYAN AND SYRIAN CHIEFS MEET TO FORGE CLOSER TIES",658
"http://www.nytimes.com/1981/08/26/nyregion/news-summary-wednesday-august-26-1981.html",1981-08-26,"News Summary; WEDNESDAY, AUGUST 26, 1981",823
"http://www.nytimes.com/1981/08/28/world/around-the-world-qaddafi-returns-to-libya-after-five-nation-tour.html",1981-08-28,"Around the World; Qaddafi Returns to Libya After Five-Nation Tour",156
"http://www.nytimes.com/1981/09/01/world/a-us-envoy-assails-begin-as-blind.html",1981-09-01,"A U.S. ENVOY ASSAILS BEGIN AS 'BLIND'",502
"http://www.nytimes.com/1981/09/02/world/us-disclaims-the-views-of-ambassador-to-syria.html",1981-09-02,"U.S. Disclaims the Views Of Ambassador to Syria",151
"http://www.nytimes.com/1981/09/13/world/palestinian-faction-using-terror-tactics-said-to-fight-arafat.html",1981-09-13,"PALESTINIAN FACTION, USING TERROR TACTICS, SAID TO FIGHT ARAFAT",1268
"http://www.nytimes.com/1981/09/13/world/arabs-condemn-us-o-ver-ties-with-israel.html",1981-09-13,"Arabs Condemn U.S. O ver Ties With Israel",169
"http://www.nytimes.com/1981/09/16/world/new-us-israeli-step-may-isolate-arab-allies.html",1981-09-16,"NEW U.S.-ISRAELI STEP MAY ISOLATE ARAB ALLIES",932
"http://www.nytimes.com/1981/09/20/world/around-the-world-arab-hard-liners-urge-oil-boycott-of-the-us.html",1981-09-20,"Around the World; Arab Hard-Liners Urge Oil Boycott of the U.S .",109
"http://www.nytimes.com/1981/09/22/world/israeli-law-disrupts-druse-life-in-golan-heights.html",1981-09-22,"ISRAELI LAW DISRUPTS DRUSE LIFE IN GOLAN HEIGHTS",1272
"http://www.nytimes.com/1981/10/04/travel/practical-traveler-timely-warning-on-trouble-spots.html",1981-10-04,"Practical Traveler; TIMELY WARNING ON TROUBLE SPOTS",1732
"http://www.nytimes.com/1981/10/05/world/amid-the-lawlessness-in-lebanon-hashish-trade-flourishes.html",1981-10-05,"AMID THE LAWLESSNESS IN LEBANON, HASHISH TRADE FLOURISHES",1155
"http://www.nytimes.com/1981/10/07/obituaries/anwar-el-sadat-daring-arab-pioneer-peace-with-israel-sadat-s-innovations-sprang.html",1981-10-07,"ANWAR EL-SADAT, THE DARING ARAB PIONEER OF PEACE WITH ISRAEL SADAT'S INNOVATIONS SPRANG FROM HIS COURAGE AND FLEXIBILITY",5333
"http://www.nytimes.com/1981/10/08/world/exile-bids-egypt-end-ties-to-israel.html",1981-10-08,"EXILE BIDS EGYPT END TIES TO ISRAEL",661
"http://www.nytimes.com/1981/10/11/weekinreview/a-decade-of-turmoil-in-the-arab-world.html",1981-10-11,"A DECADE OF TURMOIL IN THE ARAB WORLD",630
"http://www.nytimes.com/1981/10/18/us/diggers-find-imperial-city-of-assyrians.html",1981-10-18,"DIGGERS FIND IMPERIAL CITY OF ASSYRIANS",987
"http://www.nytimes.com/1981/10/22/business/compliance-on-arab-boycott.html",1981-10-22,"COMPLIANCE ON ARAB BOYCOTT",1398
"http://www.nytimes.com/1981/11/10/world/syria-holds-elections-for-a-new-parliament.html",1981-11-10,"Syria Holds Elections For a New Parliament",160
"http://www.nytimes.com/1981/11/11/world/libya-tries-to-prevent-consensus-favoring-saudi-s-peace-proposals.html",1981-11-11,"LIBYA TRIES TO PREVENT CONSENSUS FAVORING SAUDI'S PEACE PROPOSALS",491
"http://www.nytimes.com/1981/11/15/world/arabs-trying-to-avert-confrontation-on-saudi-plan.html",1981-11-15,"ARABS TRYING TO AVERT CONFRONTATION ON SAUDI PLAN",440
"http://www.nytimes.com/1981/11/17/world/assad-asserts-syria-is-seeking-peace-with-justice.html",1981-11-17,"ASSAD ASSERTS SYRIA IS SEEKING 'PEACE WITH JUSTICE'",426
"http://www.nytimes.com/1981/11/20/us/saudi-envoy-and-wife-make-mark.html",1981-11-20,"SAUDI ENVOY AND WIFE MAKE MARK",834
"http://www.nytimes.com/1981/11/22/weekinreview/arafat-s-challenge-as-usual-is-to-pick-the-next.html",1981-11-22,"ARAFAT'S CHALLENGE, AS USUAL, IS TO PICK THE NEXT",949
